"place_id","name","formatted_address","geometry.location.lat","geometry.location.lng"
"ChIJ79aYrefpwokRtoECf-G9T4c","Ben & Jerry's","1000 Palisades Center Dr, West Nyack, NY 10994, USA","41.096864","-73.9549098"
"ChIJH7ZsQngo6IkRb4y0hYhFgkg","Ben & Jerry's","298 Main St, Huntington, NY 11743, USA","40.8707992","-73.4278965"
"ChIJnbZpIa5TwokRNWdHmU5FIpI","Ben & Jerry's","3 Brewster Road Terminal A Space A1T, Newark, NJ 07114, United States","40.6874294","-74.18226179999999"
"ChIJh_oPAu1SwokRjHB2_wy8oMM","Ben & Jerry's","Newark, NJ 07114, USA","40.686896","-74.18560409999999"
"ChIJ017Hbcy7wokRvBdevz9f4hI","Ben & Jerry’s","639 E Main St, Mt Kisco, NY 10549, USA","41.1899259","-73.7305275"
"ChIJLWiqd-fCrIkRKOLm6kvLgew","Ben & Jerry’s","102 W Franklin St, Chapel Hill, NC 27516, USA","35.9132254","-79.0561379"
"ChIJRYKEnMf1rIkRErLbjbbCQCs","Ben & Jerry's","3801 Hillsborough St, Raleigh, NC 27607, USA","35.7940879","-78.68880469999999"
"ChIJJQdmn_kbU4gRjRC10xZYOAg","Ben & Jerry's","3332 W Friendly Ave, Greensboro, NC 27410, USA","36.0865759","-79.8383583"
"ChIJl-9RP5FYrIkRczKwu0NqtqY","Ben & Jerry's","4160 Main St, Raleigh, NC 27609, USA","35.8369592","-78.64273709999999"
"ChIJW8VWBO36qIkRzM7QdOzzNzY","Ben & Jerry's","8204 Emerald Dr Unit 2, Emerald Isle, NC 28594, USA","34.6651185","-77.03567149999999"
"ChIJg0wWbTe-VogRZ52u6q539vg","Ben & Jerry's","3908 E Franklin Blvd, Gastonia, NC 28056, USA","35.2574494","-81.1114343"
"ChIJZ1LmITSqVogRGiDEyAKlgMc","Ben & Jerry’s","202 S Main St, Davidson, NC 28036, USA","35.4981037","-80.8491544"
"ChIJEUJ9-e6fVogRgGyOK8z3ZoA","Ben & Jerry's","507 Providence Rd, Charlotte, NC 28207, USA","35.2033804","-80.8244245"
"ChIJG0m8bbjorIkRZmQXyfbDcx0","Ben & Jerry's","6910 Fayetteville Rd Suite 5550, Durham, NC 27713, USA","35.9040209","-78.9417891"
"ChIJIWfaBnkQqYkR-RRuZGWloMY","Ben & Jerry's","375 Jacksonville Mall, Jacksonville, NC 28546, USA","34.7646487","-77.38069329999999"
"ChIJVdf6mqAgVIgRwtEH2qXSvuc","Ben & Jerry's","7800 Fairview Rd, Charlotte, NC 28226, USA","35.1473225","-80.80955709999999"
"ChIJT42KbVSeVogRWg-e2IpDpaE","Ben & Jerry's","1600 E Woodlawn Rd Suite 110, Charlotte, NC 28209, USA","35.1718921","-80.8492993"
